Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Malai Kofta,"Paneer, Cream, Spices","Paneer, Spices, Cream",High Risk,"⚠️ High Risk: Contains Paneer, Spices, Cream. Avoid if allergic!",
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Sichuan Pepper, Soy Sauce",High Risk,"⚠️ High Risk: Contains Sichuan Pepper, Soy Sauce. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Soy Sauce, Chicken",High Risk,"⚠️ High Risk: Contains Soy Sauce, Chicken. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes","Potatoes, Rice, Lentils",High Risk,"⚠️ High Risk: Contains Potatoes, Rice, Lentils. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices","Rice, Spices, Chicken",High Risk,"⚠️ High Risk: Contains Rice, Spices, Chicken. Avoid if allergic!",
Paneer Tikka,"Paneer, Yogurt, Spices",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Chicken 65,"Chicken, Cornflour, Spices","Cornflour, Chicken, Spices",High Risk,"⚠️ High Risk: Contains Cornflour, Chicken, Spices. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices","Coconut, Spices",High Risk,"⚠️ High Risk: Contains Coconut, Spices. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Rasgulla,"Milk, Sugar","Sugar, Milk",High Risk,"⚠️ High Risk: Contains Sugar, Milk. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Tofu, Sichuan Pepper, Beef",High Risk,"⚠️ High Risk: Contains Tofu, Sichuan Pepper, Beef. Avoid if allergic!",
Paneer Tikka,"Paneer, Yogurt, Spices","Spices, Paneer, Yogurt",High Risk,"⚠️ High Risk: Contains Spices, Paneer, Yogurt. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Paneer, Cream",High Risk,"⚠️ High Risk: Contains Paneer, Cream. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Soy Sauce, Vegetables, Garlic",High Risk,"⚠️ High Risk: Contains Soy Sauce, Vegetables, Garlic. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Capsicum,Medium Risk,⚠️ Medium Risk: Contains Capsicum. Avoid if allergic!,
Idli Sambar,"Rice, Lentils, Vegetables","Lentils, Rice",High Risk,"⚠️ High Risk: Contains Lentils, Rice. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Spices, Cream",High Risk,"⚠️ High Risk: Contains Spices, Cream. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Soy Sauce, Capsicum",High Risk,"⚠️ High Risk: Contains Soy Sauce, Capsicum. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Soy Sauce, Capsicum, Paneer",High Risk,"⚠️ High Risk: Contains Soy Sauce, Capsicum, Paneer. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices","Spices, Wheat",High Risk,"⚠️ High Risk: Contains Spices, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Paneer Tikka,"Paneer, Yogurt, Spices","Paneer, Yogurt",High Risk,"⚠️ High Risk: Contains Paneer, Yogurt. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Hoisin Sauce, Duck, Soy Sauce",High Risk,"⚠️ High Risk: Contains Hoisin Sauce, Duck, Soy Sauce. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices","Spices, Wheat",High Risk,"⚠️ High Risk: Contains Spices, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Paneer Tikka,"Paneer, Yogurt, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Kidney Beans, Rice, Spices",High Risk,"⚠️ High Risk: Contains Kidney Beans, Rice, Spices. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Beef, Tofu, Sichuan Pepper",High Risk,"⚠️ High Risk: Contains Beef, Tofu, Sichuan Pepper. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast",Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Garlic, Tomatoes, Lentils",High Risk,"⚠️ High Risk: Contains Garlic, Tomatoes, Lentils. Avoid if allergic!",
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Tofu,Medium Risk,⚠️ Medium Risk: Contains Tofu. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Chicken, Soy Sauce, Peanuts",High Risk,"⚠️ High Risk: Contains Chicken, Soy Sauce, Peanuts. Avoid if allergic!","Sunflower Butter, Almond Butter"
Tandoori Chicken,"Chicken, Yogurt, Spices","Chicken, Yogurt, Spices",High Risk,"⚠️ High Risk: Contains Chicken, Yogurt, Spices. Avoid if allergic!",
Chicken 65,"Chicken, Cornflour, Spices","Spices, Cornflour, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Cornflour, Chicken. Avoid if allergic!",
Chicken 65,"Chicken, Cornflour, Spices","Cornflour, Spices",High Risk,"⚠️ High Risk: Contains Cornflour, Spices. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream",Cream,Medium Risk,⚠️ Medium Risk: Contains Cream. Avoid if allergic!,
Palak Paneer,"Spinach, Paneer, Cream","Cream, Paneer, Spinach",High Risk,"⚠️ High Risk: Contains Cream, Paneer, Spinach. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Garlic,Medium Risk,⚠️ Medium Risk: Contains Garlic. Avoid if allergic!,
Chicken 65,"Chicken, Cornflour, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Rasgulla,"Milk, Sugar",Sugar,Medium Risk,⚠️ Medium Risk: Contains Sugar. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Garlic, Soy Sauce, Cauliflower",High Risk,"⚠️ High Risk: Contains Garlic, Soy Sauce, Cauliflower. Avoid if allergic!",
Rasgulla,"Milk, Sugar",Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Paneer Tikka,"Paneer, Yogurt, Spices","Paneer, Yogurt",High Risk,"⚠️ High Risk: Contains Paneer, Yogurt. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Capsicum,Medium Risk,⚠️ Medium Risk: Contains Capsicum. Avoid if allergic!,
Tandoori Chicken,"Chicken, Yogurt, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Pav Bhaji,"Vegetables, Butter, Bread",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Chicken Biryani,"Rice, Chicken, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Sichuan Pepper, Vegetables, Tofu",High Risk,"⚠️ High Risk: Contains Sichuan Pepper, Vegetables, Tofu. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Spices, Paneer, Cream",High Risk,"⚠️ High Risk: Contains Spices, Paneer, Cream. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream","Cream, Paneer",High Risk,"⚠️ High Risk: Contains Cream, Paneer. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices","Yogurt, Chicken",High Risk,"⚠️ High Risk: Contains Yogurt, Chicken. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices","Spices, Wheat",High Risk,"⚠️ High Risk: Contains Spices, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Garlic, Cornflour, Soy Sauce",High Risk,"⚠️ High Risk: Contains Garlic, Cornflour, Soy Sauce. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Chicken, Peanuts, Soy Sauce",High Risk,"⚠️ High Risk: Contains Chicken, Peanuts, Soy Sauce. Avoid if allergic!","Sunflower Butter, Almond Butter"
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Soy Sauce, Capsicum, Paneer",High Risk,"⚠️ High Risk: Contains Soy Sauce, Capsicum, Paneer. Avoid if allergic!",
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Onions,Medium Risk,⚠️ Medium Risk: Contains Onions. Avoid if allergic!,
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Rajma Chawal,"Kidney Beans, Rice, Spices","Kidney Beans, Rice",High Risk,"⚠️ High Risk: Contains Kidney Beans, Rice. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Vegetables, Beef",High Risk,"⚠️ High Risk: Contains Vegetables, Beef. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices","Spices, Rice",High Risk,"⚠️ High Risk: Contains Spices, Rice. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Beef, Tofu",High Risk,"⚠️ High Risk: Contains Beef, Tofu. Avoid if allergic!",
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Soy Sauce, Hoisin Sauce",High Risk,"⚠️ High Risk: Contains Soy Sauce, Hoisin Sauce. Avoid if allergic!",
Idli Sambar,"Rice, Lentils, Vegetables","Lentils, Vegetables",High Risk,"⚠️ High Risk: Contains Lentils, Vegetables. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Palak Paneer,"Spinach, Paneer, Cream","Cream, Spinach",High Risk,"⚠️ High Risk: Contains Cream, Spinach. Avoid if allergic!",
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Garlic, Onions",High Risk,"⚠️ High Risk: Contains Garlic, Onions. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast","Wheat, Butter, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Butter, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Fried Wontons,"Wheat, Vegetables, Soy Sauce",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Hoisin Sauce, Duck, Soy Sauce",High Risk,"⚠️ High Risk: Contains Hoisin Sauce, Duck, Soy Sauce. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread","Vegetables, Bread, Butter",High Risk,"⚠️ High Risk: Contains Vegetables, Bread, Butter. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes","Rice, Potatoes, Lentils",High Risk,"⚠️ High Risk: Contains Rice, Potatoes, Lentils. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices",Cream,Medium Risk,⚠️ Medium Risk: Contains Cream. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream","Spinach, Paneer",High Risk,"⚠️ High Risk: Contains Spinach, Paneer. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Chow Mein,"Wheat, Vegetables, Soy Sauce",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Rice, Vegetables, Schezwan Sauce",High Risk,"⚠️ High Risk: Contains Rice, Vegetables, Schezwan Sauce. Avoid if allergic!",
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Vegetables, Rice, Schezwan Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Rice, Schezwan Sauce. Avoid if allergic!",
Chow Mein,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Momos,"Wheat, Vegetables, Chicken",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Idli Sambar,"Rice, Lentils, Vegetables","Rice, Lentils",High Risk,"⚠️ High Risk: Contains Rice, Lentils. Avoid if allergic!",
Chow Mein,"Wheat, Vegetables, Soy Sauce",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Rice, Vegetables",High Risk,"⚠️ High Risk: Contains Rice, Vegetables. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Cauliflower, Cornflour",High Risk,"⚠️ High Risk: Contains Cauliflower, Cornflour. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices","Spices, Kidney Beans, Rice",High Risk,"⚠️ High Risk: Contains Spices, Kidney Beans, Rice. Avoid if allergic!",
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Hoisin Sauce, Soy Sauce, Duck",High Risk,"⚠️ High Risk: Contains Hoisin Sauce, Soy Sauce, Duck. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices","Rice, Spices, Kidney Beans",High Risk,"⚠️ High Risk: Contains Rice, Spices, Kidney Beans. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dhokla,"Chickpea Flour, Yogurt","Yogurt, Chickpea Flour",High Risk,"⚠️ High Risk: Contains Yogurt, Chickpea Flour. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Sichuan Pepper, Beef, Vegetables",High Risk,"⚠️ High Risk: Contains Sichuan Pepper, Beef, Vegetables. Avoid if allergic!",
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Rice, Schezwan Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Rice, Schezwan Sauce, Vegetables. Avoid if allergic!",
Peanut Chikki,"Peanuts, Jaggery","Jaggery, Peanuts",High Risk,"⚠️ High Risk: Contains Jaggery, Peanuts. Avoid if allergic!","Sunflower Butter, Almond Butter"
Tandoori Chicken,"Chicken, Yogurt, Spices","Yogurt, Chicken",High Risk,"⚠️ High Risk: Contains Yogurt, Chicken. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread",Bread,Medium Risk,⚠️ Medium Risk: Contains Bread. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Soy Sauce, Cornflour, Cauliflower",High Risk,"⚠️ High Risk: Contains Soy Sauce, Cornflour, Cauliflower. Avoid if allergic!",
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Wheat, Potatoes, Spices",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Idli Sambar,"Rice, Lentils, Vegetables","Rice, Vegetables, Lentils",High Risk,"⚠️ High Risk: Contains Rice, Vegetables, Lentils. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Rasgulla,"Milk, Sugar","Milk, Sugar",High Risk,"⚠️ High Risk: Contains Milk, Sugar. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Cauliflower,Medium Risk,⚠️ Medium Risk: Contains Cauliflower. Avoid if allergic!,
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Hoisin Sauce, Soy Sauce",High Risk,"⚠️ High Risk: Contains Hoisin Sauce, Soy Sauce. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream","Spinach, Paneer",High Risk,"⚠️ High Risk: Contains Spinach, Paneer. Avoid if allergic!",
Chow Mein,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Schezwan Sauce, Vegetables, Rice",High Risk,"⚠️ High Risk: Contains Schezwan Sauce, Vegetables, Rice. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Peanut Chikki,"Peanuts, Jaggery",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Fish Curry,"Fish, Coconut, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Palak Paneer,"Spinach, Paneer, Cream",Cream,Medium Risk,⚠️ Medium Risk: Contains Cream. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices",Kidney Beans,Medium Risk,⚠️ Medium Risk: Contains Kidney Beans. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Rice, Kidney Beans",High Risk,"⚠️ High Risk: Contains Rice, Kidney Beans. Avoid if allergic!",
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Chicken Biryani,"Rice, Chicken, Spices","Spices, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Chicken. Avoid if allergic!",
Rasgulla,"Milk, Sugar",Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Chicken, Soy Sauce, Peanuts",High Risk,"⚠️ High Risk: Contains Chicken, Soy Sauce, Peanuts. Avoid if allergic!","Sunflower Butter, Almond Butter"
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Spices, Rice, Kidney Beans",High Risk,"⚠️ High Risk: Contains Spices, Rice, Kidney Beans. Avoid if allergic!",
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Eggs, Shrimp",High Risk,"⚠️ High Risk: Contains Vegetables, Eggs, Shrimp. Avoid if allergic!","Chia Seeds, Flaxseeds"
Rasgulla,"Milk, Sugar",Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Aloo Paratha,"Wheat, Potatoes, Spices","Spices, Potatoes, Wheat",High Risk,"⚠️ High Risk: Contains Spices, Potatoes, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Paneer Tikka,"Paneer, Yogurt, Spices","Yogurt, Spices, Paneer",High Risk,"⚠️ High Risk: Contains Yogurt, Spices, Paneer. Avoid if allergic!",
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Eggs, Rice, Shrimp",High Risk,"⚠️ High Risk: Contains Eggs, Rice, Shrimp. Avoid if allergic!","Chia Seeds, Flaxseeds"
Rajma Chawal,"Kidney Beans, Rice, Spices",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Paneer, Soy Sauce, Capsicum",High Risk,"⚠️ High Risk: Contains Paneer, Soy Sauce, Capsicum. Avoid if allergic!",
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce. Avoid if allergic!",
Peanut Chikki,"Peanuts, Jaggery",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
