Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Dal Tadka,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Schezwan Fried Rice,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Mapo Tofu,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Peanut Chikki,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Spring Rolls,"Milk, Shellfish, Wheat","Milk, Shellfish, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Shellfish, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Mushrooms, Tofu, Gluten-Free Flour, Rice Flour"
Spring Rolls,"Milk, Peanuts, Soy","Milk, Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Milk, Peanuts, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Rajma Chawal,"Soy, Peanuts","Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Masala Dosa,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Dal Tadka,"Milk, Soy","Milk, Soy",High Risk,"⚠️ High Risk: Contains Milk, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Coconut Aminos, Tamari Sauce"
Palak Paneer,"Milk, Eggs","Milk, Eggs",High Risk,"⚠️ High Risk: Contains Milk, Eggs. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds"
Kung Pao Chicken,"Soy, Milk","Soy, Milk",High Risk,"⚠️ High Risk: Contains Soy, Milk. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Almond Milk, Cashew Cream, Soy Milk"
Pav Bhaji,"Eggs, Milk, Peanuts","Eggs, Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Eggs, Milk, Peanuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Sichuan Hot Pot,"Soy, Tree Nuts, Shellfish","Soy, Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts, Shellfish. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Palak Paneer,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Idli Sambar,"Wheat, Milk","Wheat, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Sichuan Hot Pot,"Soy, Peanuts","Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Manchow Soup,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Butter Naan,"Gluten, Eggs, Wheat","Gluten, Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Gluten, Eggs, Wheat. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Dhokla,"Tree Nuts, Eggs, Wheat","Tree Nuts, Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Eggs, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Aloo Paratha,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Chicken 65,"Milk, Wheat","Milk, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Chicken 65,"Peanuts, Eggs, Shellfish","Peanuts, Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs, Shellfish. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Chilli Paneer,"Peanuts, Shellfish, Soy","Peanuts, Shellfish, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Shellfish, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Mushrooms, Tofu, Coconut Aminos, Tamari Sauce"
Chicken 65,"Eggs, Wheat","Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Veg Hakka Noodles,"Tree Nuts, Shellfish, Peanuts","Tree Nuts, Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Tree Nuts, Shellfish, Peanuts. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Gobi Manchurian,"Shellfish, Peanuts, Wheat","Shellfish, Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts, Wheat. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Fried Wontons,"Tree Nuts, Soy","Tree Nuts, Soy",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce"
Chilli Paneer,"Wheat, Soy, Eggs","Wheat, Soy, Eggs",High Risk,"⚠️ High Risk: Contains Wheat, Soy, Eggs. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Masala Dosa,"Peanuts, Soy, Shellfish","Peanuts, Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Peanuts, Soy, Shellfish. Avoid if allergic!","Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Veg Hakka Noodles,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Idli Sambar,"Peanuts, Gluten, Soy","Peanuts, Gluten, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Tandoori Chicken,"Milk, Soy, Wheat","Milk, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Soy, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Dal Tadka,"Peanuts, Eggs, Soy","Peanuts, Eggs, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Peanut Chikki,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Momos,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Momos,"Shellfish, Eggs, Peanuts","Shellfish, Eggs, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Eggs, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Chia Seeds, Flaxseeds, Sunflower Butter, Almond Butter"
Fried Wontons,"Shellfish, Soy, Wheat","Shellfish, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Soy, Wheat. Avoid if allergic!","Mushrooms, Tofu, Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Butter Naan,"Milk, Soy, Wheat","Milk, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Soy, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Chicken Biryani,"Milk, Gluten","Milk, Gluten",High Risk,"⚠️ High Risk: Contains Milk, Gluten. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Masala Dosa,"Milk, Wheat","Milk, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Schezwan Fried Rice,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Idli Sambar,"Wheat, Soy","Wheat, Soy",High Risk,"⚠️ High Risk: Contains Wheat, Soy. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce"
Aloo Paratha,"Soy, Wheat, Milk","Soy, Wheat, Milk",High Risk,"⚠️ High Risk: Contains Soy, Wheat, Milk. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Mapo Tofu,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Fried Wontons,"Soy, Tree Nuts","Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Dhokla,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Tandoori Chicken,"Wheat, Milk","Wheat, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Spring Rolls,"Soy, Tree Nuts","Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Dhokla,"Eggs, Wheat","Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Gluten, Peanuts, Soy","Gluten, Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts, Soy. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Dal Tadka,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Fried Wontons,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Dhokla,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Malai Kofta,"Eggs, Milk","Eggs, Milk",High Risk,"⚠️ High Risk: Contains Eggs, Milk. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk"
Chilli Paneer,"Shellfish, Milk","Shellfish, Milk",High Risk,"⚠️ High Risk: Contains Shellfish, Milk. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk"
Chicken 65,"Wheat, Peanuts","Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Wheat, Peanuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Mapo Tofu,"Gluten, Soy, Peanuts","Gluten, Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Soy, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Chilli Paneer,"Soy, Peanuts, Wheat","Soy, Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Soy, Peanuts, Wheat. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Rasgulla,"Gluten, Soy, Peanuts","Gluten, Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Soy, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Manchow Soup,"Tree Nuts, Soy, Peanuts","Tree Nuts, Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy, Peanuts. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Fish Curry,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Chicken Biryani,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Pav Bhaji,"Shellfish, Milk, Wheat","Shellfish, Milk, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Milk, Wheat. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Rajma Chawal,"Eggs, Wheat, Tree Nuts","Eggs, Wheat, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Wheat, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin)"
Kung Pao Chicken,"Gluten, Peanuts","Gluten, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter"
Butter Naan,"Soy, Tree Nuts, Peanuts","Soy, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Mapo Tofu,"Soy, Gluten","Soy, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Tandoori Chicken,"Eggs, Peanuts, Tree Nuts","Eggs, Peanuts, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Peanuts, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Sunflower Butter, Almond Butter, Seeds (Sunflower, Pumpkin)"
Rasgulla,"Peanuts, Milk, Tree Nuts","Peanuts, Milk, Tree Nuts",High Risk,"⚠️ High Risk: Contains Peanuts, Milk, Tree Nuts. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin)"
Chicken Biryani,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Momos,"Wheat, Milk","Wheat, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Palak Paneer,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Momos,"Shellfish, Tree Nuts","Shellfish, Tree Nuts",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin)"
Rajma Chawal,"Shellfish, Tree Nuts, Wheat","Shellfish, Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Wheat. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Spring Rolls,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Chicken 65,"Peanuts, Soy, Shellfish","Peanuts, Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Peanuts, Soy, Shellfish. Avoid if allergic!","Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Chow Mein,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Momos,"Peanuts, Milk, Eggs","Peanuts, Milk, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Milk, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds"
Spring Rolls,"Shellfish, Milk, Wheat","Shellfish, Milk, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Milk, Wheat. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Sichuan Hot Pot,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Chow Mein,"Soy, Peanuts","Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Pav Bhaji,"Eggs, Milk, Tree Nuts","Eggs, Milk, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Milk, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin)"
Dal Tadka,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Kung Pao Chicken,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Pav Bhaji,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Dhokla,"Shellfish, Wheat","Shellfish, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour"
Dhokla,"Peanuts, Eggs","Peanuts, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds"
Mapo Tofu,"Gluten, Tree Nuts","Gluten, Tree Nuts",High Risk,"⚠️ High Risk: Contains Gluten, Tree Nuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin)"
Sichuan Hot Pot,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Veg Hakka Noodles,"Tree Nuts, Milk, Peanuts","Tree Nuts, Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk, Peanuts. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Tandoori Chicken,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Peanut Chikki,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Rajma Chawal,"Soy, Milk","Soy, Milk",High Risk,"⚠️ High Risk: Contains Soy, Milk. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Almond Milk, Cashew Cream, Soy Milk"
Dal Tadka,"Milk, Wheat, Shellfish","Milk, Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Milk, Wheat, Shellfish. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Idli Sambar,"Shellfish, Soy, Wheat","Shellfish, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Soy, Wheat. Avoid if allergic!","Mushrooms, Tofu, Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Chicken Biryani,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Chilli Paneer,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Rajma Chawal,"Peanuts, Milk, Gluten","Peanuts, Milk, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Milk, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Manchow Soup,"Tree Nuts, Gluten","Tree Nuts, Gluten",High Risk,"⚠️ High Risk: Contains Tree Nuts, Gluten. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Wrap, Rice Paper"
Chilli Paneer,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Chicken Biryani,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Fish Curry,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Idli Sambar,"Tree Nuts, Peanuts, Shellfish","Tree Nuts, Peanuts, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Peanuts, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter, Mushrooms, Tofu"
Kung Pao Chicken,"Soy, Peanuts, Wheat","Soy, Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Soy, Peanuts, Wheat. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Sichuan Hot Pot,"Tree Nuts, Gluten","Tree Nuts, Gluten",High Risk,"⚠️ High Risk: Contains Tree Nuts, Gluten. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Wrap, Rice Paper"
Peking Duck,"Soy, Eggs, Gluten","Soy, Eggs, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Eggs, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper"
Aloo Paratha,"Soy, Wheat, Tree Nuts","Soy, Wheat, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Wheat, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin)"
Manchow Soup,"Wheat, Milk","Wheat, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Spring Rolls,"Tree Nuts, Soy","Tree Nuts, Soy",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce"
Butter Naan,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Rasgulla,"Tree Nuts, Wheat, Shellfish","Tree Nuts, Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Veg Hakka Noodles,"Peanuts, Milk","Peanuts, Milk",High Risk,"⚠️ High Risk: Contains Peanuts, Milk. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk"
Sichuan Hot Pot,"Wheat, Shellfish, Tree Nuts","Wheat, Shellfish, Tree Nuts",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish, Tree Nuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu, Seeds (Sunflower, Pumpkin)"
Rasgulla,"Tree Nuts, Soy, Wheat","Tree Nuts, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Kung Pao Chicken,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Dal Tadka,"Milk, Peanuts","Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Milk, Peanuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Pav Bhaji,"Milk, Wheat","Milk, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Chicken 65,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Rajma Chawal,"Shellfish, Peanuts, Soy","Shellfish, Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts, Soy. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Momos,"Eggs, Peanuts","Eggs, Peanuts",High Risk,"⚠️ High Risk: Contains Eggs, Peanuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Sunflower Butter, Almond Butter"
Tandoori Chicken,"Soy, Shellfish, Eggs","Soy, Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Shellfish, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Mushrooms, Tofu, Chia Seeds, Flaxseeds"
